datetime	T	RH	WIND	SW	P	SWE	LW	EL
2008-10-13 12:0	-1.5395	0.3253	 2.317	   836	     0	39.528	 169.7	43.685
2008-10-13 13:0	-1.5915	0.4015	 2.506	   825	     0	39.855	   174	41.378
2008-10-13 14:0	-1.307	0.4106	 2.398	   745	     0	40.181	 177.3	35.463
2008-10-13 15:0	-1.578	0.4569	 2.157	 502.3	     0	40.508	 179.2	26.978
2008-10-13 16:0	-1.945	0.4942	 1.765	 337.5	     0	40.834	   181	 16.86
2008-10-13 17:0	-3.954	0.6125	 0.722	 33.01	     0	41.161	 179.8	 5.769
2008-10-13 18:0	-6.143	0.6413	 0.483	  5.05	     0	41.488	 176.9	     0
2008-10-13 19:0	-7.6135	 0.738	 0.894	-3.764	     0	41.814	 171.3	     0
2008-10-13 20:0	  -9.2	 0.777	 0.411	-4.004	     0	42.141	 171.6	     0
2008-10-13 21:0	 -9.04	 0.739	 0.422	-0.614	     0	42.467	   237	     0
2008-10-13 22:0	  -7.9	 0.718	 0.402	-0.425	     0	42.794	 258.8	     0
2008-10-13 23:0	-6.894	0.6601	 0.782	 -1.25	     0	 43.12	   260	     0
2008-10-14 0:0	-5.8065	 0.717	 0.528	-0.691	0.083333	43.447	 276.3	     0
2008-10-14 1:0	-5.9775	 0.866	 0.176	-2.036	0.083333	43.773	 265.3	     0
2008-10-14 2:0	 -6.43	 0.917	 0.444	-0.444	0.083333	  44.1	 279.6	     0
2008-10-14 3:0	-5.6925	 0.932	 0.338	-0.253	0.083333	44.426	 288.4	     0
2008-10-14 4:0	-5.5635	 0.941	 0.457	 -0.46	0.083333	44.753	 289.7	     0
2008-10-14 5:0	-6.0005	 0.959	 0.272	-1.184	0.083333	 45.08	 288.3	     0
2008-10-14 6:0	-6.135	 0.953	 0.291	-1.131	0.083333	45.406	 287.5	     0
2008-10-14 7:0	-5.7455	 0.936	 0.223	  9.37	0.083333	45.469	 286.9	6.9057
2008-10-14 8:0	-2.5055	 0.805	 0.201	  96.8	0.083333	45.532	 294.5	17.879
2008-10-14 9:0	 0.276	0.6435	 1.444	 196.1	0.083333	45.595	   313	27.806
2008-10-14 10:0	0.9625	 0.702	 1.822	 406.8	0.083333	45.658	 260.2	36.001
2008-10-14 11:0	-0.322	 0.813	 1.512	 179.3	0.083333	45.721	 291.1	41.505
2008-10-14 12:0	-0.9255	 0.829	 1.411	 229.1	0.083333	45.784	 300.2	43.315
2008-10-14 13:0	-0.065	0.6721	 1.226	 261.8	0.083333	45.847	 295.2	41.009
2008-10-14 14:0	  2.48	0.6492	 1.393	 296.3	0.083333	 45.91	 254.3	35.115
2008-10-14 15:0	 1.435	0.5884	 1.395	 186.6	0.083333	45.973	 272.9	26.658
2008-10-14 16:0	1.1005	0.6444	 1.454	 233.8	0.083333	46.036	 210.8	16.565
2008-10-14 17:0	 -1.33	 0.794	 0.879	 34.05	0.083333	46.099	 200.1	5.4911
2008-10-14 18:0	-2.781	 0.825	 0.547	  3.68	0.083333	46.162	 196.8	     0
2008-10-14 19:0	-3.5435	 0.845	 0.704	-3.698	0.083333	46.225	 214.5	     0
2008-10-14 20:0	-4.882	 0.839	  0.64	 -4.19	0.083333	46.288	   192	     0
2008-10-14 21:0	-4.591	 0.808	 0.927	-4.563	0.083333	46.351	 190.6	     0
2008-10-14 22:0	-5.345	 0.817	 0.713	 -4.29	0.083333	46.414	 189.3	     0
2008-10-14 23:0	-6.2645	 0.751	 0.777	-4.426	0.083333	46.477	 187.8	     0
2008-10-15 0:0	-6.1275	 0.726	 0.758	  -4.7	0.041667	 46.54	 188.1	     0
2008-10-15 1:0	-5.402	 0.651	 0.891	-4.615	0.041667	46.603	 186.9	     0
2008-10-15 2:0	-5.522	 0.729	 0.594	-4.637	0.041667	46.666	 186.3	     0
2008-10-15 3:0	-6.5625	 0.749	 0.649	-4.966	0.041667	46.729	 184.9	     0
2008-10-15 4:0	-6.527	 0.728	 0.634	-3.976	0.041667	46.792	 183.4	     0
2008-10-15 5:0	-6.6615	 0.691	 0.568	  -4.1	0.041667	46.855	 181.4	     0
2008-10-15 6:0	-6.7305	0.6943	 0.577	-3.252	0.041667	46.918	 182.4	     0
2008-10-15 7:0	-6.3245	0.6412	 0.594	 31.23	0.041667	 47.01	 183.4	6.7089
2008-10-15 8:0	-2.2585	0.3804	 0.676	 231.2	0.041667	47.101	 186.1	17.658
2008-10-15 9:0	3.3535	0.2787	 1.196	 447.6	0.041667	47.193	 192.7	27.551
2008-10-15 10:0	 7.252	0.2282	 0.955	 626.8	0.041667	47.284	 197.7	35.702
2008-10-15 11:0	7.5945	0.2409	 1.366	   753	0.041667	47.376	 202.1	41.163
2008-10-15 12:0	7.9385	0.2227	 1.576	   816	0.041667	47.467	 205.1	42.946
2008-10-15 13:0	  8.57	0.2147	 1.494	   806	0.041667	47.559	 207.9	40.642
2008-10-15 14:0	 9.055	0.2391	 1.314	   724	0.041667	 47.65	 210.9	 34.77
2008-10-15 15:0	 8.432	0.2982	  1.57	 484.1	0.041667	47.742	 212.6	 26.34
2008-10-15 16:0	6.1855	0.4223	 1.286	 307.9	0.041667	47.833	 212.3	16.272
2008-10-15 17:0	 3.308	0.4533	 1.174	 24.35	0.041667	47.925	 211.5	5.2164
2008-10-15 18:0	1.3445	0.5948	 0.757	   2.9	0.041667	48.016	   210	     0
2008-10-15 19:0	-0.9755	0.6688	 0.612	-4.073	0.041667	48.108	 205.8	     0
2008-10-15 20:0	-1.8355	0.6922	 0.585	-3.805	0.041667	48.199	 202.8	     0
2008-10-15 21:0	  -2.2	0.6879	 0.857	-3.439	0.041667	48.291	 200.5	     0
2008-10-15 22:0	-2.3635	 0.709	 0.849	 -3.57	0.041667	48.383	 198.8	     0
2008-10-15 23:0	-2.6135	 0.655	 0.782	-4.298	0.041667	48.474	   195	     0
2008-10-16 0:0	-3.084	0.6392	   0.7	-3.968	     0	48.566	 193.8	     0
2008-10-16 1:0	-3.2645	0.6162	 0.786	-4.019	     0	48.657	 193.6	     0
2008-10-16 2:0	-3.817	 0.595	 0.579	-3.758	     0	48.749	 190.9	     0
2008-10-16 3:0	-4.1025	0.6031	 0.683	-3.679	     0	 48.84	 189.6	     0
2008-10-16 4:0	-4.151	0.5607	 0.699	-3.818	     0	48.932	 188.8	     0
2008-10-16 5:0	-4.236	0.5712	  0.87	-3.772	     0	49.023	 189.1	     0
2008-10-16 6:0	-3.899	0.5685	 0.946	-3.693	     0	49.115	 188.7	     0
2008-10-16 7:0	-3.6985	0.4855	 0.962	  28.6	     0	49.118	 189.5	6.5113
2008-10-16 8:0	-0.4905	0.3722	 0.891	 222.5	     0	49.122	 191.9	17.436
2008-10-16 9:0	 4.233	0.3129	 0.894	 438.6	     0	49.126	   196	27.294
2008-10-16 10:0	6.5865	0.2664	 1.117	 617.9	     0	49.129	 201.2	35.404
2008-10-16 11:0	7.7775	0.2536	 1.411	   743	     0	49.133	 205.7	40.822
2008-10-16 12:0	  8.33	0.2405	 1.371	   800	     0	49.136	 209.4	 42.58
2008-10-16 13:0	 8.315	0.2499	 1.892	   793	     0	 49.14	   214	40.277
2008-10-16 14:0	 8.565	0.2888	 1.928	 694.5	     0	49.144	 219.4	34.428
2008-10-16 15:0	  8.33	0.3022	 1.959	 476.7	     0	49.147	 217.8	26.026
2008-10-16 16:0	 7.343	0.3294	 1.456	 294.4	     0	49.151	   216	15.983
2008-10-16 17:0	3.8425	0.4234	 1.009	 23.99	     0	49.154	 213.3	 4.945
2008-10-16 18:0	1.6595	0.5544	 0.813	  2.53	     0	49.158	 208.9	     0
2008-10-16 19:0	 0.014	0.5949	 0.852	-3.731	     0	49.162	 206.8	     0
2008-10-16 20:0	-0.7325	0.6551	 0.734	-3.951	     0	49.165	 205.2	     0
2008-10-16 21:0	 -1.75	 0.669	 0.546	-3.746	     0	49.169	 204.3	     0
2008-10-16 22:0	-0.8565	0.5008	 0.766	-3.501	     0	49.172	 204.7	     0
2008-10-16 23:0	-0.2015	0.6143	  0.64	-2.869	     0	49.176	 202.7	     0
2008-10-17 0:0	-1.5785	0.6186	 0.784	-2.878	     0	49.179	 201.2	     0
2008-10-17 1:0	-1.226	 0.537	 1.037	 -3.24	     0	49.183	 202.3	     0
2008-10-17 2:0	-0.101	0.5518	 0.767	-2.784	     0	49.187	   203	     0
2008-10-17 3:0	-1.377	0.5407	 0.729	-3.219	     0	 49.19	 201.4	     0
2008-10-17 4:0	 -0.42	0.5552	 1.019	-3.281	     0	49.194	 201.5	     0
2008-10-17 5:0	-0.9405	0.5874	 1.036	 -4.05	     0	49.197	 201.7	     0
2008-10-17 6:0	-2.0485	0.6855	 0.536	-4.412	     0	49.201	 201.5	     0
2008-10-17 7:0	-2.936	0.6977	 0.498	  25.5	     0	49.205	 201.3	6.3131
2008-10-17 8:0	-0.7825	0.5287	 0.539	   213	     0	49.208	 204.8	17.213
2008-10-17 9:0	 5.035	0.3011	 0.498	 423.5	     0	49.212	 210.4	27.038
2008-10-17 10:0	  9.44	0.2878	 0.863	 598.3	     0	49.215	 215.1	35.105
2008-10-17 11:0	  9.92	0.2669	 1.347	   727	     0	49.219	 220.3	40.483
2008-10-17 12:0	 11.07	 0.237	 1.366	   794	     0	49.223	 221.3	42.216
2008-10-17 13:0	 11.87	0.1868	  1.25	   789	     0	49.226	 222.6	39.916
2008-10-17 14:0	12.625	0.2042	 1.203	   709	     0	 49.23	 224.6	34.089
2008-10-17 15:0	 12.07	0.2793	 1.408	 467.3	     0	49.233	 225.9	25.715
2008-10-17 16:0	 9.555	0.4194	 1.261	 282.4	     0	49.237	 225.4	15.696
2008-10-17 17:0	6.0905	0.4823	 0.895	 20.63	     0	49.241	 223.3	4.6769
2008-10-17 18:0	3.6955	0.6214	 0.896	 1.885	     0	49.244	 219.9	     0
2008-10-17 19:0	 1.479	0.6512	 0.727	-4.173	     0	49.248	 216.2	     0
2008-10-17 20:0	1.0065	0.6355	 0.826	-4.501	     0	49.251	 215.2	     0
2008-10-17 21:0	 0.893	0.6664	 1.047	-4.321	     0	49.255	 213.9	     0
2008-10-17 22:0	 0.612	0.6571	 1.011	-4.182	     0	49.259	 213.1	     0
2008-10-17 23:0	0.2785	0.6484	 0.935	-4.391	     0	49.262	 211.3	     0
2008-10-18 0:0	 0.228	0.6514	 1.028	-4.652	     0	49.266	 209.1	     0
2008-10-18 1:0	 0.547	0.6115	 1.184	-4.776	     0	49.269	 208.2	     0
2008-10-18 2:0	0.2785	0.5856	 1.107	-4.631	     0	49.273	 208.2	     0
2008-10-18 3:0	1.5715	0.5168	 1.564	-4.777	     0	49.276	   210	     0
2008-10-18 4:0	 0.798	0.6746	 1.256	-4.518	     0	 49.28	 209.1	     0
2008-10-18 5:0	-0.209	0.6128	 1.122	-4.628	     0	49.284	 207.2	     0
2008-10-18 6:0	 -0.04	0.6605	 1.176	-4.401	     0	49.287	 207.7	     0
2008-10-18 7:0	 0.346	 0.631	 1.144	 18.25	     0	49.291	 205.6	6.1142
2008-10-18 8:0	2.7305	0.4167	 0.652	 215.2	     0	49.294	 206.1	 16.99
2008-10-18 9:0	 6.373	0.4128	 1.352	 407.7	     0	49.298	 212.4	26.781
2008-10-18 10:0	8.4905	0.2831	 1.145	 575.1	     0	49.302	 218.8	34.807
2008-10-18 11:0	10.275	0.2975	 1.259	   707	     0	49.305	 222.5	40.144
2008-10-18 12:0	  10.8	0.2766	 1.152	   759	     0	49.309	 228.9	41.855
2008-10-18 13:0	11.735	0.2686	 1.194	   752	     0	     0	 231.4	39.558
2008-10-18 14:0	 11.92	0.2733	 1.253	 682.6	     0	     0	 233.2	33.753
2008-10-18 15:0	11.985	0.2682	 0.962	 429.2	     0	     0	 232.2	25.407
2008-10-18 16:0	  9.67	0.3289	  0.82	 250.8	     0	     0	 233.3	15.413
2008-10-18 17:0	7.1315	0.3867	  1.08	 64.49	     0	     0	 232.3	4.4123
2008-10-18 18:0	 5.118	0.4805	 1.257	 3.909	     0	     0	 226.9	     0
2008-10-18 19:0	 3.206	0.5575	  1.26	-3.843	     0	     0	 230.5	     0
2008-10-18 20:0	 2.087	0.5555	 1.076	-3.633	     0	     0	 232.9	     0
2008-10-18 21:0	1.5905	0.5711	 1.091	-3.311	     0	     0	 228.9	     0
2008-10-18 22:0	3.0745	0.4294	 1.537	-3.009	     0	     0	 222.1	     0
2008-10-18 23:0	3.9785	0.4965	 1.556	-3.198	     0	     0	   219	     0
2008-10-19 0:0	 2.699	 0.526	 1.303	 -3.39	     0	     0	 216.2	     0
2008-10-19 1:0	 1.342	0.6302	  1.06	-3.799	     0	     0	 214.5	     0
2008-10-19 2:0	0.9265	0.6329	 1.226	  -3.5	     0	     0	 211.6	     0
2008-10-19 3:0	 1.398	0.5483	 1.245	 -3.45	     0	     0	 212.5	     0
2008-10-19 4:0	0.6085	0.5903	 0.708	-3.635	     0	     0	 221.4	     0
2008-10-19 5:0	 0.695	  0.69	 0.736	-3.033	     0	     0	 234.9	     0
2008-10-19 6:0	-0.5975	 0.705	 0.617	-3.465	     0	     0	 224.3	     0
2008-10-19 7:0	-0.393	0.6995	 0.514	 16.09	     0	     0	 241.2	5.9146
2008-10-19 8:0	1.6045	0.5164	  0.62	 119.8	     0	     0	 276.7	16.766
2008-10-19 9:0	4.3645	 0.475	 1.096	 372.4	     0	     0	 255.4	26.523
2008-10-19 10:0	5.6465	0.4788	 1.705	 554.7	     0	     0	 245.9	34.509
2008-10-19 11:0	6.5005	0.3925	  1.75	   714	     0	     0	 232.9	39.808
2008-10-19 12:0	  6.42	0.3891	 2.098	   725	     0	     0	 234.1	41.496
2008-10-19 13:0	6.9385	0.4082	 1.466	 533.2	     0	     0	 235.7	39.202
2008-10-19 14:0	 7.131	0.3992	 1.592	 426.5	     0	     0	 258.6	 33.42
2008-10-19 15:0	 6.763	0.4039	 1.767	 198.4	     0	     0	   251	25.102
2008-10-19 16:0	 5.859	0.4734	  1.04	  97.8	     0	     0	 233.5	15.134
2008-10-19 17:0	4.4075	 0.505	 0.706	 53.95	     0	     0	 230.4	4.1513
2008-10-19 18:0	 2.905	0.6353	 0.506	 4.362	     0	     0	 234.9	     0
2008-10-19 19:0	1.0505	0.6818	   0.6	-2.923	     0	     0	 233.7	     0
2008-10-19 20:0	0.3045	 0.719	 0.678	-3.586	     0	     0	 222.7	     0
2008-10-19 21:0	-0.345	 0.727	 0.905	 -3.96	     0	     0	 216.7	     0
2008-10-19 22:0	-0.762	0.6555	 0.647	-3.185	     0	     0	 225.6	     0
2008-10-19 23:0	-0.3725	0.6562	 0.724	-2.639	     0	     0	 233.1	     0
2008-10-20 0:0	0.1955	0.6478	  1.04	-2.711	0.041667	     0	 234.1	     0
2008-10-20 1:0	-0.242	0.6921	 1.065	-3.052	0.041667	     0	 231.7	     0
2008-10-20 2:0	-0.7455	 0.738	 0.855	-3.557	0.041667	     0	 225.1	     0
2008-10-20 3:0	-0.9615	 0.717	 0.972	-2.762	0.041667	     0	 230.1	     0
2008-10-20 4:0	-0.2545	0.6632	 0.919	-1.264	0.041667	     0	 283.3	     0
2008-10-20 5:0	 0.833	0.6719	 0.789	-1.444	0.041667	     0	 286.2	     0
2008-10-20 6:0	 0.257	 0.701	  0.88	-2.518	0.041667	     0	 248.6	     0
2008-10-20 7:0	 0.644	0.6269	 1.063	 18.43	0.041667	     0	 262.3	5.7145
2008-10-20 8:0	 2.421	0.5711	 0.843	 140.4	0.041667	     0	 239.8	16.542
2008-10-20 9:0	 4.361	 0.519	 0.928	 238.7	0.041667	     0	 264.1	26.266
2008-10-20 10:0	4.4245	0.5172	  1.13	 337.2	0.041667	     0	 265.9	34.212
2008-10-20 11:0	 6.057	0.4194	 1.757	 476.7	0.041667	     0	   278	39.473
2008-10-20 12:0	 5.313	0.6878	 1.415	 187.9	0.041667	     0	 302.5	 41.14
2008-10-20 13:0	1.5055	 0.897	 1.066	   214	0.041667	     0	 314.5	 38.85
2008-10-20 14:0	2.6565	 0.771	  0.81	 386.8	0.041667	     0	 291.1	33.091
2008-10-20 15:0	 3.212	 0.809	 0.892	 229.6	0.041667	     0	 283.9	24.801
2008-10-20 16:0	2.2055	 0.727	 1.114	 154.6	0.041667	     0	 278.3	14.858
2008-10-20 17:0	 1.754	 0.843	  1.31	 46.95	0.041667	     0	 286.8	3.8941
2008-10-20 18:0	-0.0365	 0.965	 1.155	 11.39	0.041667	     0	 258.9	     0
2008-10-20 19:0	-1.625	 0.923	 0.483	-2.943	0.041667	     0	 212.7	     0
2008-10-20 20:0	-1.132	 0.754	 1.004	-2.959	0.041667	     0	 213.4	     0
2008-10-20 21:0	-0.8065	 0.716	 0.918	 -3.27	0.041667	     0	   209	     0
2008-10-20 22:0	-0.907	 0.731	 0.915	-3.736	0.041667	     0	 207.8	     0
2008-10-20 23:0	-1.562	 0.749	  0.77	-3.693	0.041667	     0	 210.4	     0
2008-10-21 0:0	-1.931	 0.769	 0.616	-3.924	0.041667	     0	 210.4	     0
2008-10-21 1:0	-2.3125	 0.791	 0.576	-3.463	0.041667	     0	 217.8	     0
2008-10-21 2:0	-1.7905	 0.772	 0.614	-2.262	0.041667	     0	 241.2	     0
2008-10-21 3:0	-1.0565	 0.729	 0.762	-2.643	0.041667	     0	 226.2	     0
2008-10-21 4:0	-1.6285	 0.787	 0.697	-3.623	0.041667	     0	 210.1	     0
2008-10-21 5:0	-2.432	  0.78	 0.672	-3.812	0.041667	     0	 204.9	     0
2008-10-21 6:0	-2.4455	 0.771	 0.753	  -3.9	0.041667	     0	 202.6	     0
2008-10-21 7:0	-2.563	 0.768	  0.63	 18.57	0.041667	     0	 202.5	5.5138
2008-10-21 8:0	 0.006	0.5223	 1.058	 156.1	0.041667	     0	 232.8	16.317
2008-10-21 9:0	2.8855	0.4812	 1.437	 215.6	0.041667	     0	 255.7	26.008
2008-10-21 10:0	 3.729	0.4478	 1.385	 302.1	0.041667	     0	 257.2	33.915
2008-10-21 11:0	 4.324	0.4497	 1.654	 437.3	0.041667	     0	 262.9	 39.14
2008-10-21 12:0	 4.653	0.4013	 1.947	   457	0.041667	     0	 270.7	40.786
2008-10-21 13:0	 5.567	 0.404	 1.944	 662.2	0.041667	     0	 258.3	38.501
2008-10-21 14:0	5.0765	0.3912	 1.866	 389.6	0.041667	     0	 255.7	32.765
2008-10-21 15:0	5.1265	0.4352	 1.911	 283.2	0.041667	     0	 257.1	24.504
2008-10-21 16:0	  3.67	0.4349	 2.583	   172	0.041667	     0	 262.5	14.585
2008-10-21 17:0	 2.788	0.4283	 2.996	 46.14	0.041667	     0	 237.5	3.6407
2008-10-21 18:0	1.7875	0.5042	 2.594	 4.654	0.041667	     0	 237.8	     0
2008-10-21 19:0	0.5685	  0.56	 2.306	-2.402	0.041667	     0	 220.5	     0
2008-10-21 20:0	-0.786	0.3733	 3.244	 -1.78	0.041667	     0	 213.3	     0
2008-10-21 21:0	-2.997	0.4221	 1.922	 -1.91	0.041667	     0	 220.6	     0
2008-10-21 22:0	-5.389	0.4585	 1.779	-1.839	0.041667	     0	 215.1	     0
2008-10-21 23:0	-7.315	0.5571	  1.47	-2.889	0.041667	     0	 172.3	     0
2008-10-22 0:0	 -8.75	0.6069	 1.852	 -2.96	     0	     0	 175.7	     0
2008-10-22 1:0	-9.685	0.6827	 2.053	-1.515	     0	     0	 230.1	     0
2008-10-22 2:0	-10.64	 0.706	 2.069	-1.872	     0	     0	 184.7	     0
2008-10-22 3:0	-11.275	 0.796	 2.421	-1.158	     0	     0	 209.3	     0
2008-10-22 4:0	-11.775	 0.877	 2.559	-1.244	     0	     0	 226.4	     0
2008-10-22 5:0	-11.865	 0.868	 2.756	-1.019	     0	     0	 220.3	     0
2008-10-22 6:0	-11.855	 0.892	 1.262	-0.615	     0	     0	 247.2	     0
2008-10-22 7:0	-11.805	 0.894	 1.279	 6.117	     0	     0	 252.4	5.3126
2008-10-22 8:0	-11.81	 0.923	 1.612	 60.49	     0	     0	 255.3	16.092
2008-10-22 9:0	-11.39	 0.897	 1.207	 176.3	     0	     0	 258.3	 25.75
2008-10-22 10:0	-9.375	0.6844	 1.628	 444.3	     0	     0	 240.2	33.619
2008-10-22 11:0	-8.625	0.6428	 2.488	 526.9	     0	     0	 243.6	38.808
2008-10-22 12:0	-7.893	0.5278	 2.295	 625.5	     0	     0	 235.4	40.435
2008-10-22 13:0	-6.2495	0.4976	 2.042	   749	     0	     0	   185	38.156
2008-10-22 14:0	-5.717	 0.429	 2.126	   743	     0	     0	 171.6	32.443
2008-10-22 15:0	-5.336	0.4662	 1.784	 435.5	     0	     0	 165.4	 24.21
2008-10-22 16:0	-6.5795	0.5539	 1.644	 205.1	     0	     0	 164.2	14.317
2008-10-22 17:0	 -8.22	0.5655	 1.465	 24.87	     0	     0	 160.8	3.3914
2008-10-22 18:0	    -9	0.6187	 1.272	 1.637	     0	     0	 158.7	     0
2008-10-22 19:0	-9.445	0.6299	 0.944	-3.263	     0	     0	 159.1	     0
2008-10-22 20:0	-9.815	0.6377	 0.904	-3.187	     0	     0	 157.2	     0
2008-10-22 21:0	 -9.96	0.5282	 1.075	-2.825	     0	     0	 151.3	     0
2008-10-22 22:0	-9.255	0.2612	 2.132	-2.668	     0	     0	 146.5	     0
2008-10-22 23:0	-8.855	0.2508	 2.013	-2.542	     0	     0	 147.8	     0
2008-10-23 0:0	 -8.62	0.2864	 1.925	-2.531	     0	     0	 151.2	     0
2008-10-23 1:0	-8.235	0.3072	 1.498	-2.846	     0	     0	 155.3	     0
2008-10-23 2:0	 -7.97	0.3476	 2.495	 -2.87	     0	     0	 158.4	     0
2008-10-23 3:0	-7.815	 0.317	  1.71	-2.961	     0	     0	   161	     0
2008-10-23 4:0	-7.2765	0.3196	 1.364	-3.013	     0	     0	 164.6	     0
2008-10-23 5:0	-6.844	0.2968	 1.473	-2.992	     0	     0	 167.4	     0
2008-10-23 6:0	-5.6525	0.2796	 1.526	-2.736	     0	     0	 171.7	     0
2008-10-23 7:0	-5.942	0.3044	 1.436	 17.24	     0	     0	 170.5	5.1109
2008-10-23 8:0	-3.357	0.3269	 1.638	 195.2	     0	     0	 177.9	15.866
2008-10-23 9:0	 0.012	0.3174	 2.098	 409.4	     0	     0	 187.3	25.493
2008-10-23 10:0	1.3825	0.3119	 2.702	 587.6	     0	     0	   190	33.324
2008-10-23 11:0	 1.789	0.3152	  2.88	   712	     0	     0	 189.9	38.479
2008-10-23 12:0	 2.824	0.2718	 2.201	   773	     0	     0	 190.7	40.088
2008-10-23 13:0	 3.222	 0.302	   2.5	   761	     0	     0	 193.6	37.815
2008-10-23 14:0	2.7525	0.3557	 2.419	 679.2	     0	     0	 196.5	32.125
2008-10-23 15:0	  3.02	 0.395	 1.854	 414.1	     0	     0	 198.6	 23.92
2008-10-23 16:0	 1.478	0.4574	 1.314	 186.5	     0	     0	 197.8	14.052
2008-10-23 17:0	-0.411	0.4945	 1.576	 18.85	     0	     0	 195.3	3.1461
2008-10-23 18:0	-1.339	0.5195	 0.608	 0.796	     0	     0	 193.4	     0
2008-10-23 19:0	-2.288	0.5639	 0.886	-2.942	     0	     0	 190.3	     0
2008-10-23 20:0	-3.558	0.6392	 0.816	-3.395	     0	     0	 188.3	     0
2008-10-23 21:0	-3.722	0.6346	 0.442	-3.703	     0	     0	 188.6	     0
2008-10-23 22:0	-4.4555	 0.687	 0.321	-4.019	     0	     0	 187.2	     0
2008-10-23 23:0	-4.7885	 0.628	 0.571	-4.353	     0	     0	   186	     0
2008-10-24 0:0	-4.634	0.5806	 0.613	-3.654	     0	     0	 186.2	     0
2008-10-24 1:0	-3.3905	0.4775	 0.694	 -3.46	     0	     0	   187	     0
2008-10-24 2:0	-2.235	0.4492	 1.091	-3.431	     0	     0	 186.8	     0
2008-10-24 3:0	-3.3295	0.5345	 0.502	-3.908	     0	     0	 184.8	     0
2008-10-24 4:0	-4.371	 0.592	 0.473	-3.473	     0	     0	 188.4	     0
2008-10-24 5:0	-4.437	0.5994	 0.514	-3.391	     0	     0	 191.7	     0
2008-10-24 6:0	-3.5465	0.5137	 0.599	-2.943	     0	     0	 208.5	     0
2008-10-24 7:0	-3.6485	0.5123	 0.405	 14.15	     0	     0	 187.8	4.9088
2008-10-24 8:0	-3.044	0.4522	 0.607	 187.3	     0	     0	 186.5	15.641
2008-10-24 9:0	0.8985	0.3459	 0.851	 398.5	     0	     0	 191.2	25.235
2008-10-24 10:0	 2.836	0.3182	  1.63	 572.7	     0	     0	 193.7	 33.03
2008-10-24 11:0	 3.258	0.3191	 2.424	 695.3	     0	     0	 196.5	38.151
2008-10-24 12:0	4.0735	0.2798	 2.046	   757	     0	     0	 199.5	39.743
2008-10-24 13:0	 5.043	0.2875	  1.93	   748	     0	     0	 201.8	37.477
2008-10-24 14:0	 5.378	0.2936	  2.07	   671	     0	     0	 204.2	 31.81
2008-10-24 15:0	 5.075	0.2939	 2.007	 412.2	     0	     0	 201.6	23.634
2008-10-24 16:0	 3.214	0.3926	 1.384	 181.2	     0	     0	 199.7	13.792
2008-10-24 17:0	0.4695	0.4984	 0.682	 20.86	     0	     0	 197.9	 2.905
2008-10-24 18:0	-1.528	0.5503	 0.399	 0.245	     0	     0	 193.8	     0
2008-10-24 19:0	-2.7085	0.5857	 0.192	-3.603	     0	     0	 195.7	     0
2008-10-24 20:0	-3.018	0.6103	 0.337	-3.893	     0	     0	 198.6	     0
2008-10-24 21:0	-3.669	 0.644	 0.439	 -3.61	     0	     0	 191.9	     0
2008-10-24 22:0	-4.102	0.5812	 0.542	-3.264	     0	     0	 193.8	     0
2008-10-24 23:0	-4.2535	0.5399	 0.536	-2.965	     0	     0	 196.8	     0
2008-10-25 0:0	 -4.22	0.4855	 0.519	-3.202	     0	     0	 205.1	     0
2008-10-25 1:0	-4.035	0.5429	 0.335	-3.182	     0	     0	 202.1	     0
2008-10-25 2:0	-3.985	0.5174	 0.464	-3.156	     0	     0	 198.8	     0
2008-10-25 3:0	-3.262	0.4583	 0.861	-3.812	     0	     0	 201.1	     0
2008-10-25 4:0	-3.649	0.4294	 0.535	-3.328	     0	     0	 202.1	     0
2008-10-25 5:0	-3.1785	0.4099	 0.773	-3.635	     0	     0	 204.6	     0
2008-10-25 6:0	-2.206	0.4458	 1.247	-3.596	     0	     0	 209.3	     0
2008-10-25 7:0	-1.471	 0.429	 0.955	  11.4	     0	     0	 212.1	4.7063
2008-10-25 8:0	-0.4645	 0.302	 0.476	 176.9	     0	     0	 212.9	15.415
2008-10-25 9:0	4.1405	0.1729	  0.96	 382.3	     0	     0	 217.2	24.978
2008-10-25 10:0	 7.436	0.1859	 2.078	 556.5	     0	     0	 220.3	32.737
2008-10-25 11:0	 8.005	0.2053	 2.156	 678.4	     0	     0	   224	37.826
2008-10-25 12:0	     9	0.2921	  1.95	   738	     0	     0	   230	39.402
2008-10-25 13:0	10.485	0.2337	 2.034	   729	     0	     0	 233.2	37.142
2008-10-25 14:0	10.925	0.2803	 2.345	 655.5	     0	     0	 234.7	  31.5
2008-10-25 15:0	 10.43	 0.347	 2.327	 399.7	     0	     0	 234.8	23.352
2008-10-25 16:0	  8.07	0.3998	  1.68	 169.1	     0	     0	 231.4	13.536
2008-10-25 17:0	 5.786	0.4378	 1.527	 18.31	     0	     0	 228.5	2.6683
2008-10-25 18:0	 4.608	0.4923	 0.943	 0.552	     0	     0	 226.8	     0
2008-10-25 19:0	 2.553	0.6018	 0.606	 -2.68	     0	     0	 224.5	     0
2008-10-25 20:0	 1.305	0.6328	 0.473	-2.772	     0	     0	 224.5	     0
2008-10-25 21:0	0.5735	0.6718	 0.338	-2.957	     0	     0	 222.5	     0
2008-10-25 22:0	-0.127	0.6958	 0.479	-2.876	     0	     0	 218.8	     0
